Plant species,Latitude,Longitude
Dactylis glomerata,51.22,10.37
Dactylis glomerata,51.26,10.5
Dactylis glomerata,51.11,10.41
Dactylis glomerata,50.99,10.37
Dactylis glomerata,51.21,10.35
Dactylis glomerata,51,10.38
Dactylis glomerata,51.12,10.32
Dactylis glomerata,51.28,10.37
Dactylis glomerata,51.13,10.34
Dactylis glomerata,51.26,10.5
Dactylis glomerata,51.12,10.33
Dactylis glomerata,51.15,10.62
Dactylis glomerata,51.13,10.45
Achillea millefolium,48.47,9.49
Dactylis glomerata,48.46,9.44
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.37,9.4
Prunella vulgaris,51.22,10.43
Prunus spinosa,51.3,10.44
Prunella vulgaris,51.06,10.38
Prunus spinosa,51.13,10.34
Prunus spinosa,51.1,10.5
Prunella vulgaris,51.06,10.47
Prunella vulgaris,51.1,10.5
Dactylis glomerata,48.42,9.43
Dactylis glomerata,48.39,9.34
Dactylis glomerata,48.4,9.34
Dactylis glomerata,48.39,9.36
Dactylis glomerata,48.39,9.34
Dactylis glomerata,48.46,9.43
Dactylis glomerata,48.38,9.37
Dactylis glomerata,48.39,9.41
Dactylis glomerata,48.37,9.41
Dactylis glomerata,48.4,9.34
Prunus cerasifera,51.22,10.39
Prunella vulgaris,51.1,10.51
Prunella vulgaris,51.19,10.76
Prunella vulgaris,51.22,10.37
Prunus domestica,51.19,10.58
Prunella vulgaris,51.04,10.51
Prunella vulgaris,51.07,10.47
Prunella vulgaris,48.45,9.5
Prunella vulgaris,51.2,10.36
Prunella vulgaris,51.08,10.28
Dactylis glomerata,48.4,9.36
Dactylis glomerata,48.37,9.4
Dactylis glomerata,48.4,9.37
Prunella vulgaris,51.12,10.33
Prunella vulgaris,51.07,10.29
Prunella vulgaris,51.1,10.5
Prunella vulgaris,51.23,10.48
Prunus avium,51.1,10.51
Prunella vulgaris,51.12,10.33
Prunella vulgaris,51.22,10.37
Prunus avium,51.06,10.47
Prunella vulgaris,51.13,10.34
Dactylis glomerata,48.39,9.36
Prunella vulgaris,51.23,10.48
Dactylis glomerata,48.4,9.41
Dactylis glomerata,48.39,9.35
Fraxinus excelsior,51.12,10.32
Prunella vulgaris,48.4,9.52
Fraxinus excelsior,51.12,10.33
Prunella vulgaris,51.22,10.35
Prunella vulgaris,51.22,10.38
Prunella vulgaris,51.18,10.61
Fraxinus excelsior,51.06,10.47
Prunella vulgaris,51.12,10.41
Prunella vulgaris,48.4,9.52
Prunus avium,51.12,10.41
Dactylis glomerata,48.4,9.36
Prunella vulgaris,48.39,9.26
Dactylis glomerata,48.4,9.35
Prunella vulgaris,48.46,9.5
Prunella vulgaris,51.22,10.37
Fraxinus excelsior,51.09,10.53
Dactylis glomerata,48.39,9.36
Fraxinus excelsior,51.12,10.32
Fraxinus excelsior,48.39,9.52
Fraxinus excelsior,53.15,13.84
Prunella vulgaris,51.13,10.34
Fraxinus excelsior,51.06,10.48
Fraxinus excelsior,51.12,10.32
Prunella vulgaris,51.13,10.45
Prunella vulgaris,51.28,10.42
Prunella vulgaris,51.17,10.39
Prunella vulgaris,48.46,9.5
Prunella vulgaris,51.19,10.59
Prunus domestica,51.19,10.58
Prunella vulgaris,51.17,10.38
Prunella vulgaris,51.19,10.59
Prunella vulgaris,51.1,10.5
Dactylis glomerata,48.4,9.37
Fraxinus excelsior,51.12,10.32
Dactylis glomerata,48.38,9.37
Prunella vulgaris,51.22,10.37
Prunella vulgaris,48.46,9.5
Prunella vulgaris,48.46,9.48
Fraxinus excelsior,51.1,10.52
Prunella vulgaris,48.45,9.49
Prunella vulgaris,51.04,10.51
Prunella vulgaris,51.12,10.33
Prunella vulgaris,48.46,9.5
Prunella vulgaris,51.19,10.58
Fraxinus excelsior,51.1,10.5
Achillea millefolium,48.45,9.48
Prunella vulgaris,48.47,9.49
Prunella vulgaris,51.12,10.33
Prunella vulgaris,51.09,10.33
Prunella vulgaris,48.45,9.48
Prunus avium,51.17,10.38
Prunella vulgaris,51.19,10.59
Prunella vulgaris,48.45,9.49
Prunella vulgaris,48.42,9.49
Prunus avium,48.4,9.26
Prunella vulgaris,51.07,10.46
Dactylis glomerata,48.4,9.35
Fraxinus excelsior,53.09,14.02
Dactylis glomerata,48.39,9.35
Prunella vulgaris,48.45,9.49
Fraxinus excelsior,51.12,10.32
Fraxinus excelsior,51.12,10.32
Fraxinus excelsior,51.13,10.34
Prunella vulgaris,48.45,9.48
Prunella vulgaris,51.17,10.23
Prunella vulgaris,48.42,9.49
Prunella vulgaris,48.47,9.49
Prunella vulgaris,51.18,10.59
Prunella vulgaris,48.46,9.5
Fraxinus excelsior,48.49,9.35
Prunella vulgaris,48.47,9.49
Fraxinus excelsior,51.06,10.48
Prunella vulgaris,51.21,10.75
Prunella vulgaris,51.22,10.37
Prunella vulgaris,51.1,10.35
Prunella vulgaris,51.17,10.39
Prunella vulgaris,48.46,9.5
Prunella vulgaris,51.04,10.5
Fraxinus excelsior,48.42,9.48
Prunella vulgaris,48.4,9.26
Prunella vulgaris,48.46,9.49
Prunella vulgaris,51.23,10.47
Fraxinus excelsior,51.04,10.51
Dactylis glomerata,48.39,9.35
Fraxinus excelsior,51.06,10.47
Fraxinus excelsior,51.04,10.5
Fraxinus excelsior,51.17,10.38
Fraxinus excelsior,51.12,10.33
Fraxinus excelsior,51.22,10.43
Prunella vulgaris,48.45,9.49
Prunella vulgaris,48.45,9.49
Fraxinus excelsior,51.04,10.51
Prunella vulgaris,48.41,9.44
Fraxinus excelsior,51.28,10.53
Prunella vulgaris,51.12,10.33
Prunella vulgaris,51.26,10.5
Fraxinus excelsior,51.22,10.41
Prunella vulgaris,48.45,9.48
Fraxinus excelsior,51.04,10.51
Fraxinus excelsior,51.07,10.56
Fraxinus excelsior,51.06,10.47
Prunella vulgaris,48.39,9.26
Prunella vulgaris,51.13,10.34
Achillea millefolium,48.47,9.49
Achillea millefolium,51.18,10.59
Achillea millefolium,51.19,10.6
Achillea millefolium,48.42,9.49
Achillea millefolium,51.13,10.34
Prunella vulgaris,48.45,9.48
Prunella vulgaris,48.47,9.5
Fraxinus excelsior,51.04,10.46
Prunella vulgaris,51.23,10.28
Prunella vulgaris,48.36,9.47
Prunella vulgaris,48.48,9.44
Prunella vulgaris,48.39,9.38
Prunella vulgaris,48.46,9.48
Fraxinus excelsior,51.12,10.41
Fraxinus excelsior,48.42,9.48
Prunella vulgaris,48.45,9.48
Prunella vulgaris,48.46,9.44
Prunella vulgaris,51.06,10.47
Prunella vulgaris,48.42,9.49
Prunella vulgaris,48.49,9.45
Prunella vulgaris,48.42,9.46
Prunella vulgaris,48.47,9.48
Prunella vulgaris,51.18,10.58
Prunella vulgaris,48.46,9.49
Prunella vulgaris,48.39,9.34
Prunella vulgaris,48.41,9.44
Prunella vulgaris,48.46,9.5
Prunella vulgaris,48.39,9.26
Prunella vulgaris,48.4,9.26
Prunella vulgaris,48.49,9.45
Prunella vulgaris,48.46,9.5
Prunella vulgaris,48.45,9.49
Prunella vulgaris,51.26,10.5
Prunella vulgaris,48.39,9.52
Prunella vulgaris,48.46,9.49
Prunella vulgaris,48.45,9.49
Prunella vulgaris,48.46,9.48
Prunella vulgaris,48.46,9.5
Prunella vulgaris,48.47,9.43
Prunella vulgaris,48.46,9.49
Prunella vulgaris,48.43,9.44
Prunella vulgaris,48.44,9.43
Prunella vulgaris,48.45,9.49
Prunella vulgaris,48.42,9.45
Prunella vulgaris,48.39,9.5
Prunella vulgaris,48.45,9.48
Prunella vulgaris,48.39,9.38
Prunella vulgaris,48.46,9.43
Prunella vulgaris,48.38,9.44
Prunella vulgaris,48.42,9.51
Prunella vulgaris,48.41,9.44
Prunella vulgaris,48.45,9.49
Prunella vulgaris,48.4,9.51
Prunella vulgaris,48.45,9.48
Prunella vulgaris,48.44,9.43
Prunella vulgaris,48.37,9.4
Prunella vulgaris,48.5,9.43
Prunella vulgaris,48.47,9.43
Prunella vulgaris,48.47,9.48
Prunella vulgaris,48.43,9.46
Prunella vulgaris,48.46,9.49
Prunella vulgaris,48.47,9.49
Prunella vulgaris,48.42,9.48
Prunella vulgaris,48.48,9.45
Prunella vulgaris,48.46,9.49
Prunella vulgaris,48.43,9.44
Prunella vulgaris,48.48,9.44
Juniperus communis,48.42,9.5
Juniperus communis,48.42,9.45
Achillea millefolium,51.19,10.59
Fraxinus excelsior,48.4,9.52
Achillea millefolium,48.45,9.49
Achillea millefolium,48.37,9.41
Dactylis glomerata,48.46,9.5
Dactylis glomerata,51.18,10.25
Dactylis glomerata,51.04,10.46
Dactylis glomerata,48.45,9.49
Dactylis glomerata,48.46,9.5
Dactylis glomerata,48.46,9.48
Dactylis glomerata,48.45,9.48
Dactylis glomerata,48.46,9.49
Dactylis glomerata,51.06,10.49
Dactylis glomerata,51.17,10.21
Dactylis glomerata,48.49,9.45
Dactylis glomerata,48.46,9.49
Dactylis glomerata,48.41,9.44
Dactylis glomerata,51.06,10.49
Dactylis glomerata,48.4,9.52
Dactylis glomerata,48.43,9.49
Dactylis glomerata,51.18,10.28
Dactylis glomerata,48.46,9.5
Dactylis glomerata,48.44,9.49
Dactylis glomerata,48.45,9.49
Dactylis glomerata,48.47,9.49
Dactylis glomerata,51.07,10.46
Dactylis glomerata,48.4,9.46
Dactylis glomerata,48.49,9.45
Dactylis glomerata,48.45,9.49
Dactylis glomerata,48.47,9.49
Dactylis glomerata,51.07,10.48
Dactylis glomerata,48.44,9.47
Dactylis glomerata,48.46,9.48
Dactylis glomerata,48.38,9.42
Dactylis glomerata,51.12,10.57
Dactylis glomerata,51.07,10.56
Dactylis glomerata,48.4,9.4
Dactylis glomerata,51.18,10.26
Dactylis glomerata,48.4,9.45
Dactylis glomerata,48.46,9.46
Dactylis glomerata,48.47,9.48
Dactylis glomerata,48.46,9.49
Dactylis glomerata,48.46,9.49
Dactylis glomerata,51.18,10.26
Dactylis glomerata,48.45,9.48
Dactylis glomerata,48.47,9.48
Dactylis glomerata,48.47,9.48
Dactylis glomerata,48.4,9.45
Dactylis glomerata,48.46,9.5
Dactylis glomerata,48.42,9.45
Dactylis glomerata,48.38,9.46
Dactylis glomerata,48.44,9.48
Dactylis glomerata,48.43,9.44
Dactylis glomerata,48.46,9.5
Dactylis glomerata,48.48,9.45
Dactylis glomerata,48.46,9.43
Dactylis glomerata,48.4,9.44
Dactylis glomerata,48.4,9.46
Dactylis glomerata,48.37,9.47
Dactylis glomerata,48.45,9.49
Dactylis glomerata,48.4,9.44
Dactylis glomerata,48.4,9.52
Dactylis glomerata,48.4,9.45
Dactylis glomerata,48.41,9.47
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.45,9.46
Dactylis glomerata,48.45,9.47
Dactylis glomerata,48.44,9.49
Dactylis glomerata,51.27,10.41
Dactylis glomerata,48.49,9.45
Dactylis glomerata,48.44,9.47
Dactylis glomerata,48.44,9.47
Dactylis glomerata,48.39,9.26
Dactylis glomerata,48.44,9.47
Dactylis glomerata,48.41,9.47
Dactylis glomerata,48.4,9.45
Dactylis glomerata,48.44,9.44
Dactylis glomerata,48.4,9.42
Dactylis glomerata,48.49,9.45
Dactylis glomerata,48.44,9.42
Dactylis glomerata,48.44,9.44
Dactylis glomerata,48.41,9.44
Dactylis glomerata,48.43,9.46
Prunus spinosa,53.12,13.75
Dactylis glomerata,48.39,9.42
Dactylis glomerata,48.47,9.48
Dactylis glomerata,48.4,9.36
Dactylis glomerata,48.46,9.5
Dactylis glomerata,48.41,9.44
Dactylis glomerata,48.4,9.46
Dactylis glomerata,48.38,9.5
Dactylis glomerata,48.42,9.49
Dactylis glomerata,48.4,9.44
Dactylis glomerata,48.43,9.44
Prunus spinosa,51.06,10.39
Prunus spinosa,52.97,13.9
Prunus spinosa,51.12,10.33
Dactylis glomerata,48.43,9.44
Dactylis glomerata,48.38,9.46
Dactylis glomerata,48.43,9.44
Dactylis glomerata,48.44,9.44
Dactylis glomerata,48.47,9.49
Dactylis glomerata,48.39,9.35
Dactylis glomerata,48.38,9.42
Dactylis glomerata,48.48,9.44
Dactylis glomerata,48.38,9.44
Achillea millefolium,51.13,10.34
Prunus spinosa,51.12,10.33
Prunus spinosa,48.4,9.43
Dactylis glomerata,48.44,9.47
Achillea millefolium,48.42,9.51
Dactylis glomerata,48.4,9.49
Dactylis glomerata,48.49,9.44
Dactylis glomerata,48.45,9.43
Dactylis glomerata,48.42,9.49
Dactylis glomerata,48.46,9.48
Dactylis glomerata,48.49,9.37
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.4,9.44
Dactylis glomerata,48.49,9.44
Prunus domestica,51.22,10.39
Prunus spinosa,51.06,10.47
Prunus spinosa,51.12,10.33
Prunus spinosa,52.97,13.9
Dactylis glomerata,48.39,9.36
Dactylis glomerata,48.45,9.48
Dactylis glomerata,48.44,9.43
Dactylis glomerata,48.41,9.43
Dactylis glomerata,48.4,9.42
Dactylis glomerata,48.44,9.44
Dactylis glomerata,48.47,9.48
Dactylis glomerata,48.38,9.44
Dactylis glomerata,48.44,9.43
Dactylis glomerata,48.45,9.44
Dactylis glomerata,48.48,9.44
Dactylis glomerata,48.5,9.43
Dactylis glomerata,48.44,9.43
Dactylis glomerata,48.4,9.48
Dactylis glomerata,48.4,9.42
Dactylis glomerata,48.4,9.38
Dactylis glomerata,48.48,9.45
Dactylis glomerata,48.45,9.43
Dactylis glomerata,48.43,9.44
Dactylis glomerata,48.44,9.44
Prunus spinosa,52.96,13.9
Prunus avium,51.11,10.51
Prunus spinosa,51.06,10.48
Prunus spinosa,51.12,10.32
Prunus avium,51.28,10.45
Prunus spinosa,48.39,9.51
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.39,9.35
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.39,9.42
Dactylis glomerata,48.4,9.46
Dactylis glomerata,48.39,9.41
Dactylis glomerata,48.4,9.44
Dactylis glomerata,48.4,9.44
Dactylis glomerata,48.42,9.43
Prunus spinosa,51.04,10.5
Prunus spinosa,48.41,9.44
Prunus spinosa,53.15,13.84
Prunus spinosa,51.17,10.23
Prunus spinosa,53.15,13.83
Dactylis glomerata,48.37,9.4
Dactylis glomerata,48.4,9.42
Dactylis glomerata,48.47,9.43
Dactylis glomerata,48.38,9.44
Dactylis glomerata,48.41,9.36
Dactylis glomerata,48.4,9.36
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.44,9.43
Dactylis glomerata,48.48,9.46
Dactylis glomerata,48.42,9.46
Prunella vulgaris,51.1,10.5
Prunus domestica,51.1,10.54
Prunus domestica,51.18,10.25
Prunus spinosa,51.12,10.32
Dactylis glomerata,48.38,9.42
Dactylis glomerata,48.4,9.43
Dactylis glomerata,48.47,9.43
Prunus spinosa,48.37,9.41
Dactylis glomerata,48.4,9.43
Prunus spinosa,51.1,10.5
Dactylis glomerata,48.39,9.42
Dactylis glomerata,48.4,9.41
Dactylis glomerata,48.48,9.29
Dactylis glomerata,48.42,9.46
Prunus spinosa,48.4,9.26
Dactylis glomerata,48.41,9.44
Prunus spinosa,53.15,13.84
Prunus spinosa,51.22,10.37
Prunus spinosa,48.41,9.44
Prunus spinosa,48.41,9.44
Prunus spinosa,51.1,10.5
Prunus domestica,51.1,10.54
Dactylis glomerata,48.39,9.41
Dactylis glomerata,48.49,9.36
Dactylis glomerata,48.38,9.47
Dactylis glomerata,48.4,9.36
Dactylis glomerata,48.39,9.41
Dactylis glomerata,48.37,9.4
Dactylis glomerata,48.39,9.41
Dactylis glomerata,48.39,9.42
Dactylis glomerata,48.42,9.44
Prunus domestica,51.22,10.39
Prunus spinosa,51.08,10.48
Prunus avium,48.42,9.46
Prunus domestica,51.22,10.39
Prunus spinosa,51.1,10.5
Prunella vulgaris,53,13.84
Prunella vulgaris,51.2,10.36
Dactylis glomerata,48.4,9.34
Dactylis glomerata,48.38,9.37
Dactylis glomerata,48.49,9.35
Dactylis glomerata,48.49,9.36
Dactylis glomerata,48.37,9.4
Dactylis glomerata,48.38,9.37
Dactylis glomerata,48.39,9.36
Dactylis glomerata,48.39,9.4
Prunus spinosa,48.39,9.4
Prunella vulgaris,51.17,10.38
Prunus avium,51.12,10.41
Prunus spinosa,51.12,10.33
Prunus spinosa,53.09,14.02
Prunella vulgaris,51.21,10.75
Prunus avium,51.17,10.38
Dactylis glomerata,48.38,9.37
Dactylis glomerata,48.38,9.44
Dactylis glomerata,48.4,9.35
Dactylis glomerata,48.48,9.45
Dactylis glomerata,48.42,9.43
Dactylis glomerata,48.4,9.36
Dactylis glomerata,48.4,9.36
Dactylis glomerata,48.44,9.44
Dactylis glomerata,48.4,9.35
Prunella vulgaris,51.22,10.38
Prunella vulgaris,51.22,10.39
Prunus spinosa,48.41,9.44
Prunus avium,48.39,9.26
Prunus spinosa,48.44,9.43
Prunus spinosa,48.44,9.49
Prunella vulgaris,51.12,10.32
Prunus domestica,51.13,10.34
Prunella vulgaris,51.22,10.38
Prunus cerasifera,51.14,10.39
Prunus cerasifera,52.98,13.83
Dactylis glomerata,48.4,9.36
Dactylis glomerata,48.44,9.36
Dactylis glomerata,48.39,9.36
Dactylis glomerata,48.39,9.42
Dactylis glomerata,48.4,9.44
Dactylis glomerata,48.47,9.43
Dactylis glomerata,48.39,9.35
Dactylis glomerata,48.4,9.44
Prunus avium,51.12,10.33
Prunella vulgaris,51.22,10.38
Prunus avium,51.13,10.34
Prunus avium,51.14,10.39
Prunella vulgaris,51.06,10.47
Prunus avium,51.11,10.51
Prunella vulgaris,51.13,10.34
Achillea millefolium,51.13,10.34
Prunus avium,51.1,10.5
Prunella vulgaris,51.1,10.5
Prunella vulgaris,51.22,10.39
Achillea millefolium,48.47,9.48
Achillea millefolium,48.47,9.49
Holcus lanatus,52.97,13.81
Holcus lanatus,53.11,14.01
Holcus lanatus,52.97,13.81
Holcus lanatus,53.12,13.84
Holcus lanatus,53.1,14
Holcus lanatus,52.97,13.82
Holcus lanatus,53.15,13.86
Holcus lanatus,53.1,14.02
Holcus lanatus,53.11,14
Holcus lanatus,53.09,14
Holcus lanatus,53.09,13.99
Holcus lanatus,53.09,13.99
Holcus lanatus,53.12,13.84
Holcus lanatus,53.09,13.96
Holcus lanatus,53.11,14
Holcus lanatus,52.98,13.85
Holcus lanatus,52.97,13.82
Holcus lanatus,53.09,13.99
Holcus lanatus,52.97,13.81
Holcus lanatus,51.15,10.39
Holcus lanatus,53.11,13.99
Holcus lanatus,53.09,13.99
Holcus lanatus,53.09,13.99
Holcus lanatus,53.1,14.02
Holcus lanatus,53.11,14.01
Holcus lanatus,53.09,13.95
Holcus lanatus,53.09,13.97
Holcus lanatus,53.11,14.02
Holcus lanatus,53.14,13.88
Holcus lanatus,53.11,14.01
Holcus lanatus,53.09,13.99
Holcus lanatus,53.09,13.97
Holcus lanatus,53.09,13.99
Holcus lanatus,53.09,13.97
Holcus lanatus,53.1,13.97
Holcus lanatus,52.98,13.85
Holcus lanatus,53.09,14
Holcus lanatus,53.11,13.9
Holcus lanatus,53.09,13.95
Holcus lanatus,53.1,14.02
Holcus lanatus,53.09,13.99
Holcus lanatus,53.1,13.98
Holcus lanatus,52.97,13.81
Holcus lanatus,53.1,14
Sambucus nigra,51.22,10.41
Holcus lanatus,52.97,13.82
Holcus lanatus,52.98,13.83
Holcus lanatus,53.09,13.99
Holcus lanatus,53.11,14.02
Holcus lanatus,53.1,14
Holcus lanatus,53.09,13.99
Holcus lanatus,51.07,10.31
Holcus lanatus,53.09,13.97
Holcus lanatus,52.97,13.81
Holcus lanatus,50.99,10.39
Holcus lanatus,53.09,13.97
Holcus lanatus,51.21,10.39
Holcus lanatus,53.09,13.96
Holcus lanatus,53.09,13.97
Holcus lanatus,50.99,10.37
Holcus lanatus,51.05,10.4
Holcus lanatus,50.99,10.36
Holcus lanatus,53.09,13.99
Holcus lanatus,50.99,10.36
Holcus lanatus,53.11,13.98
Holcus lanatus,53.11,13.98
Holcus lanatus,51.06,10.38
Holcus lanatus,51.11,10.48
Holcus lanatus,51.07,10.31
Holcus lanatus,53.1,13.99
Holcus lanatus,53.09,13.96
Holcus lanatus,53.15,13.71
Holcus lanatus,53.09,14
Holcus lanatus,52.87,13.97
Holcus lanatus,53.1,14.02
Holcus lanatus,53.09,13.96
Holcus lanatus,52.97,13.82
Holcus lanatus,53.11,14.02
Holcus lanatus,53.12,13.75
Holcus lanatus,53.11,13.98
Holcus lanatus,53.09,13.98
Holcus lanatus,53.11,14.02
Holcus lanatus,50.99,10.37
Holcus lanatus,53.09,13.97
Holcus lanatus,53.11,14.01
Holcus lanatus,53.15,13.71
Holcus lanatus,52.97,13.82
Holcus lanatus,53.09,13.98
Holcus lanatus,53.14,13.7
Holcus lanatus,53.09,13.99
Holcus lanatus,53.09,13.98
Holcus lanatus,53.09,13.98
Holcus lanatus,52.97,13.82
Holcus lanatus,53.1,13.9
Holcus lanatus,53.12,14
Holcus lanatus,53.09,14
Holcus lanatus,53.12,13.74
Holcus lanatus,53.11,14.02
Holcus lanatus,53.09,13.97
Holcus lanatus,53.15,13.86
Holcus lanatus,53.09,13.99
Holcus lanatus,53.1,14.02
Holcus lanatus,53.11,13.79
Holcus lanatus,53.1,14.01
Holcus lanatus,52.96,13.83
Holcus lanatus,52.97,13.81
Holcus lanatus,53.11,14.02
Holcus lanatus,53.11,14
Holcus lanatus,53.11,14
Holcus lanatus,52.98,13.84
Achillea millefolium,51.04,10.51
Achillea millefolium,48.45,9.49
Achillea millefolium,51.05,10.52
Sambucus nigra,51.12,10.32
Holcus lanatus,51.11,10.48
Holcus lanatus,51.17,10.38
Holcus lanatus,48.46,9.5
Holcus lanatus,51.05,10.51
Holcus lanatus,48.46,9.5
Holcus lanatus,48.38,9.46
Holcus lanatus,53.1,13.99
Holcus lanatus,50.99,10.36
Holcus lanatus,51.17,10.39
Holcus lanatus,51.07,10.47
Holcus lanatus,51.22,10.38
Holcus lanatus,48.46,9.49
Holcus lanatus,53.1,13.99
Holcus lanatus,51.18,10.25
Holcus lanatus,51.1,10.5
Holcus lanatus,51.22,10.39
Holcus lanatus,51.1,10.5
Holcus lanatus,51.1,10.53
Holcus lanatus,48.4,9.26
Holcus lanatus,48.45,9.48
Holcus lanatus,51.04,10.51
Holcus lanatus,48.46,9.49
Holcus lanatus,51.04,10.5
Holcus lanatus,51.18,10.26
Holcus lanatus,52.88,13.96
Holcus lanatus,51.11,10.49
Holcus lanatus,53.09,13.98
Holcus lanatus,53.13,13.88
Holcus lanatus,51.11,10.49
Holcus lanatus,51.11,10.41
Holcus lanatus,53.09,13.98
Holcus lanatus,48.4,9.26
Holcus lanatus,51.07,10.47
Holcus lanatus,51.17,10.38
Holcus lanatus,53.09,13.97
Holcus lanatus,53.1,13.63
Holcus lanatus,48.4,9.26
Holcus lanatus,50.99,10.36
Holcus lanatus,51.1,10.5
Holcus lanatus,51.28,10.53
Holcus lanatus,51.07,10.47
Holcus lanatus,51.22,10.37
Holcus lanatus,51.07,10.47
Holcus lanatus,51.09,10.53
Holcus lanatus,51.22,10.37
Holcus lanatus,53.11,14.02
Holcus lanatus,51.28,10.52
Holcus lanatus,48.46,9.49
Holcus lanatus,51.17,10.39
Holcus lanatus,51.21,10.39
Holcus lanatus,51.07,10.48
Holcus lanatus,48.46,9.5
Holcus lanatus,48.47,9.49
Holcus lanatus,51.07,10.47
Holcus lanatus,48.45,9.48
Holcus lanatus,51.07,10.48
Holcus lanatus,51.1,10.54
Holcus lanatus,51.1,10.51
Holcus lanatus,51.11,10.51
Holcus lanatus,51.1,10.5
