Plant species,Latitude,Longitude
Salix fragilis,61.24786,73.433026
Picea obovata,61.24786,73.433026
Salix fragilis,61.24786,73.433026
Salix fragilis,61.24786,73.433026
Salix fragilis,61.24786,73.433026
Salix fragilis,61.24786,73.433026
Salix polaris,61.24786,73.433026
Salix polaris,61.24786,73.433026
Salix lanata,61.24786,73.433026
Salix polaris,61.24786,73.433026
Salix polaris,61.24786,73.433026
Salix polaris,61.24786,73.433026
Abies balsamea,61.24786,73.433026
Abies balsamea,61.24786,73.433026
Abies balsamea,61.24786,73.433026
Abies balsamea,61.24786,73.433026
Abies balsamea,61.24786,73.433026
Populus nigra,61.24786,73.433026
Alnus incana,61.24786,73.433026
Populus nigra,61.24786,73.433026
Populus nigra,61.24786,73.433026
Populus nigra,61.24786,73.433026
Populus nigra,61.24786,73.433026
Picea engelmannii,61.247793,73.43389
Picea engelmannii,61.247793,73.43389
Picea engelmannii,61.247793,73.43389
Picea engelmannii,61.247793,73.43389
Betula pendula,61.24738,73.435033
Betula pendula,61.24738,73.435033
Alnus incana,61.24738,73.435033
Alnus incana,61.24738,73.435033
Alnus alnobetula,61.24738,73.435033
Pinus banksiana,61.247379,73.433798
Abies balsamea,61.247379,73.433798
Casuarina equisetifolia,3.370562,-76.532236
Casuarina equisetifolia,3.372205,-76.530811
Salix brachycarpa,48.93491,-66.17913
Vaccinium uliginosum,48.95988,-66.01277
Vaccinium uliginosum,48.93411,-66.17997
Salix brachycarpa,48.93411,-66.17997
Dryas drummondii,49.2431,-62.76867
Erica tetralix,56.88333,9.45
Vaccinium uliginosum,65.35,-22.26666
Betula pubescens,64.68333,-19.5
Alnus incana,59.46611,24.88055
Betula pendula,58.865,23.02416
Alnus alnobetula,46.9375,15.2
Helianthemum nummularium,48.42,9.48
Helianthemum nummularium,48.42,9.5
Helianthemum nummularium,48.4,9.26
Helianthemum nummularium,48.39,9.38
Helianthemum nummularium,48.42,9.45
Helianthemum nummularium,48.39,9.5
Helianthemum nummularium,48.4,9.4
Helianthemum nummularium,48.42,9.49
Picea abies,51.19,10.32
Picea abies,51.21,10.37
Picea abies,51.27,10.31
Picea pungens,52.089042,5.645799
Quercus rubra,52.217916,5.256369
Castanea sativa,51.423919,6.168892
Pinus sylvestris,51.825484,5.925318
Tilia platyphyllos,52.239622,6.868786
Tilia cordata,52.061325,5.262192
Tilia cordata,51.678842,5.345605
Tilia tomentosa,52.23468,6.894843
Carpinus betulus,52.288616,4.578231
Castanea sativa,52.219985,5.958557
Tilia tomentosa,51.686927,5.316198
Alnus glutinosa,52.312772,6.945864
Tilia platyphyllos,52.199283,6.804759
Carpinus betulus,51.108125,5.865556
Cedrus libani,51.472791,3.819257
Carpinus betulus,51.313542,6.101785
Carpinus betulus,51.470741,3.741538
Castanea sativa,51.50041,5.645511
Tilia tomentosa,51.51087,3.888151
Tilia americana,51.529821,4.399041
Carpinus betulus,51.544958,4.143833
Quercus rubra,51.458778,5.795105
Tilia platyphyllos,53.128495,5.719239
Castanea sativa,52.389736,6.446942
Castanea sativa,51.108068,5.866083
Castanea sativa,51.281674,4.052428
Tilia cordata,51.43769,3.864409
Tilia platyphyllos,51.434339,3.865283
Castanea sativa,52.162008,6.235432
Tilia platyphyllos,50.775665,5.702143
Tilia cordata,52.161216,6.320142
Tilia cordata,52.162393,6.32021
Tilia cordata,51.542617,4.743415
Castanea sativa,51.945815,6.423967
Tilia cordata,52.684199,6.433571
Quercus rubra,51.580891,5.4074
Tilia platyphyllos,51.047174,5.833194
Tilia americana,52.695236,6.435609
Castanea sativa,51.088618,5.876543
Tilia americana,52.694793,6.434859
Tilia tomentosa,51.431763,4.106611
Carpinus betulus,51.430497,4.10669
Quercus rubra,52.321901,6.919368
Quercus rubra,52.349299,6.639928
Quercus rubra,51.797349,5.849541
Pinus nigra,51.797393,5.84986
Castanea sativa,51.459448,6.172207
Tilia tomentosa,53.160032,6.560058
Tilia platyphyllos,51.812058,5.525094
Castanea sativa,52.11336,5.509177
Tilia platyphyllos,50.900119,5.887241
Quercus cerris,52.142963,5.58981
Pinus nigra,53.169835,6.615778
Alnus glutinosa,53.170754,6.603256
Castanea sativa,51.723436,5.886819
Castanea sativa,51.727494,5.859884
Cedrus libani,51.727484,5.860101
Tilia tomentosa,51.691629,5.068388
Castanea sativa,51.222873,6.038373
Picea abies,52.696109,4.697955
Quercus rubra,52.084985,6.450567
Quercus rubra,52.1952,5.619782
Tilia platyphyllos,52.572855,6.291861
Tilia cordata,51.90934,6.412486
Tilia platyphyllos,50.762528,5.93817
Tilia platyphyllos,51.713739,5.414868
Tilia platyphyllos,51.316504,3.363814
Tilia cordata,51.272997,3.448874
Corylus colurna,52.367046,4.909042
Pinus nigra,51.273277,3.436033
Castanea sativa,51.308656,6.08936
Corylus colurna,51.971584,5.346091
Pinus sylvestris,52.257649,5.137661
Tilia platyphyllos,51.925679,6.586601
Castanea sativa,52.107021,6.07497
Castanea sativa,51.992374,5.906907
Tilia platyphyllos,52.993882,6.563904
Pinus jeffreyi,52.01045,6.19651
Corylus colurna,52.786244,4.79394
Quercus rubra,50.996864,5.860028
Castanea sativa,50.886803,5.842291
Tilia tomentosa,52.261594,4.877262
Castanea sativa,51.36549,6.191341
Castanea sativa,51.248034,5.693055
Carpinus betulus,51.919138,5.836825
Alnus glutinosa,52.353203,4.938474
Castanea sativa,51.336256,6.17715
Alnus glutinosa,52.357521,4.866868
Quercus rubra,51.324981,6.083112
Pinus nigra,53.445847,5.651408
Tilia americana,52.344436,4.939692
Quercus rubra,50.865955,6.066529
Tilia platyphyllos,52.105329,5.090417
Tilia platyphyllos,52.061621,6.133885
Tilia tomentosa,53.13349,6.435421
Tilia tomentosa,52.642772,5.063796
Carpinus betulus,53.134146,6.435497
Alnus glutinosa,52.172724,6.608254
Tilia platyphyllos,52.077757,6.447652
Tilia platyphyllos,50.810901,5.727423
Tilia tomentosa,51.330104,5.977542
Tilia platyphyllos,52.053095,6.310786
Tilia platyphyllos,52.218246,6.582575
Castanea sativa,52.203789,6.573028
Castanea sativa,51.310623,6.089562
Castanea sativa,51.302367,6.047233
Tilia cordata,51.348305,6.06673
Tilia tomentosa,52.309847,6.960383
Castanea sativa,51.27304,3.432116
Tilia tomentosa,52.309619,6.959994
Carpinus betulus,52.040101,5.096912
Tilia cordata,52.231555,5.701372
Quercus rubra,53.163202,6.555643
Tilia tomentosa,52.631986,4.74153
Quercus rubra,51.995939,5.986947
Tilia tomentosa,51.825649,5.916689
Carya ovata,51.988301,6.102265
Cedrus libani,51.988148,6.102379
Castanea sativa,51.825883,5.916561
Tilia cordata,51.9891,6.100982
Castanea sativa,51.188747,5.921166
Quercus rubra,52.259449,6.109886
Ostrya carpinifolia,52.081877,5.086108
Cedrus libani,51.989458,6.101177
Tilia cordata,51.477569,5.551846
Quercus rubra,51.920759,5.801736
Castanea sativa,52.018639,6.051424
Tilia cordata,51.694217,3.736899
Quercus rubra,51.335741,6.126843
Castanea sativa,50.771865,6.012646
Populus alba,52.008026,5.201155
Castanea sativa,50.772174,6.012068
Tilia platyphyllos,51.973378,6.287153
Castanea sativa,51.910551,6.198969
Castanea sativa,51.890826,6.503879
Castanea sativa,52.242063,6.114875
Tilia cordata,51.469643,5.244461
Pinus cembra,52.218085,6.582468
Castanea sativa,51.830089,5.918685
Quercus rubra,52.153886,6.434146
Quercus rubra,51.350086,5.459848
Pinus sylvestris,52.130258,5.181062
Cedrus libani,51.835291,5.903149
Alnus glutinosa,51.429148,5.216965
Carya cordiformis,52.12096,4.998002
Pinus nigra,52.291281,5.18955
Castanea sativa,51.478248,5.554497
Quercus rubra,52.947253,5.970433
Castanea sativa,51.909387,6.163719
Tilia platyphyllos,53.252297,6.860043
Tilia cordata,51.884433,6.103256
Tilia platyphyllos,52.231691,6.300978
Tilia tomentosa,51.972295,6.288951
Cedrus libani,51.442807,5.139458
Tilia cordata,51.875187,6.121625
Tilia americana,52.105949,5.090237
Cedrus libani,52.106574,5.088482
Castanea sativa,52.049471,6.315537
Quercus cerris,52.086153,5.118528
Tilia platyphyllos,51.921224,5.802394
Tilia platyphyllos,52.144593,6.234823
Tilia cordata,51.933575,5.845737
Pinus sylvestris,51.492682,5.252755
Rhododendron catawbiense,51.443771,5.144905
Tilia cordata,51.85786,5.608745
Tilia tomentosa,51.824855,5.566938
Tilia tomentosa,51.641586,4.868811
Tilia cordata,51.849125,4.301706
Tilia platyphyllos,51.920981,5.802581
Quercus rubra,52.041926,5.276982
Quercus coccinea,51.549184,5.105878
Tilia cordata,51.855648,5.675403
Tilia cordata,51.823749,5.631684
Tilia tomentosa,52.089459,5.137972
Tilia cordata,51.828614,5.708857
Castanea sativa,51.909241,5.498449
Pinus nigra,50.767136,5.99434
Castanea sativa,50.772564,6.011393
Quercus rubra,51.456384,5.447342
Castanea sativa,51.588355,5.585595
Castanea sativa,53.15265,6.570502
Tilia platyphyllos,50.991706,5.772296
Castanea sativa,51.126374,6.01265
Pinus sylvestris,52.667185,4.682147
Tilia cordata,51.189744,5.695541
Cedrus libani,50.872802,5.834482
Quercus rubra,50.967582,5.843343
Pinus sylvestris,52.175434,5.766018
Quercus coccinea,51.566786,5.078437
Castanea sativa,50.822307,5.699153
Cedrus libani,52.214671,6.137225
Cedrus libani,52.2137,6.138642
Cedrus deodara,51.808716,5.726942
Castanea sativa,51.245964,5.962006
Tilia tomentosa,52.088456,4.398978
Tilia tomentosa,52.087937,4.39934
Tilia tomentosa,52.087666,4.399185
Tilia platyphyllos,50.958555,5.868304
Tilia platyphyllos,50.963996,5.845642
Carya glabra,52.213165,6.137873
Quercus coccinea,51.983763,5.912994
Quercus rubra,53.082305,6.675537
Tilia cordata,51.903908,5.639676
Tilia platyphyllos,51.198416,5.991427
Tilia platyphyllos,50.94578,5.8644
Cedrus libani,52.35144,4.931006
Tilia tomentosa,52.107099,6.309523
Cedrus libani,52.343272,4.936036
Castanea sativa,50.811263,5.729653
Tilia platyphyllos,52.082887,6.078012
Castanea sativa,52.128201,6.144754
Castanea sativa,52.498479,6.139197
Cedrus libani,52.338123,4.783121
Populus alba,52.305795,4.848427
Castanea sativa,51.541709,4.93982
Pinus nigra,52.213711,5.265599
Tilia platyphyllos,52.939814,6.130377
Tilia cordata,51.878895,5.630474
Tilia cordata,52.653765,6.741736
Carpinus betulus,51.231181,5.952114
Castanea sativa,51.828992,5.920659
Tilia platyphyllos,52.663525,6.879226
Carpinus betulus,53.28115,6.152427
Carpinus betulus,50.852756,5.735313
Quercus rubra,52.646629,6.988201
Quercus cerris,52.192595,5.280705
Pinus nigra,51.215149,5.89252
Alnus glutinosa,52.656148,6.906749
Quercus rubra,51.535663,5.973711
Carpinus betulus,51.207918,5.953788
Tilia cordata,51.272683,5.573549
Tilia tomentosa,52.180356,5.386926
Quercus rubra,51.535706,5.977603
Carpinus betulus,51.81123,4.676836
Corylus colurna,52.083239,6.161645
Tilia tomentosa,51.322258,3.951471
Quercus cerris,52.277792,5.160758
Quercus cerris,52.020913,6.05293
Tilia platyphyllos,51.456492,3.901654
Tilia platyphyllos,51.456073,3.900531
Tilia tomentosa,52.983203,6.953387
Quercus rubra,51.502131,3.893711
Tilia platyphyllos,51.774555,5.970323
Quercus rubra,52.99317,6.563229
Pinus nigra,52.143355,6.297241
Carya glabra,52.121364,4.987033
Quercus rubra,52.142182,6.296705
Quercus rubra,51.652321,5.631335
Castanea sativa,52.033497,6.091561
Tilia tomentosa,52.082264,5.462948
Quercus dentata,51.919124,4.518168
Cedrus deodara,51.919618,4.518173
Castanea sativa,51.337131,6.12876
Castanea sativa,51.417129,5.285078
Tilia platyphyllos,51.919657,4.517285
Quercus rubra,52.081786,5.249487
Alnus glutinosa,52.108426,5.395042
Quercus cerris,52.554062,5.923188
Tilia platyphyllos,52.227472,6.188816
Picea abies,52.237881,5.947104
Castanea sativa,52.032006,5.868196
Quercus rubra,52.952269,5.968239
Castanea sativa,52.108518,6.071007
Quercus cerris,52.553591,5.923978
Castanea sativa,50.952557,5.851449
Quercus rubra,52.176913,5.175539
Carpinus betulus,51.589633,4.791826
Castanea sativa,52.225626,4.517449
Abies homolepis,52.033855,5.311598
Tilia americana,51.486489,4.448706
Picea omorika,52.034297,5.31409
Carpinus betulus,52.194227,4.50127
Tilia platyphyllos,52.197794,6.356452
Tilia cordata,51.531665,4.353501
Quercus rubra,51.68324,5.780629
Castanea sativa,52.003938,5.867691
Quercus rubra,52.497577,6.068349
Tilia tomentosa,52.495507,6.068759
Castanea sativa,51.629463,4.853394
Castanea sativa,51.954283,6.184252
Tilia tomentosa,52.266898,6.188223
Tilia platyphyllos,51.954037,6.184742
Carpinus betulus,51.519995,4.360394
Castanea sativa,52.009992,5.866299
Quercus rubra,52.224356,5.965375
Alnus glutinosa,52.312545,4.852437
Alnus glutinosa,52.43478,4.831433
Quercus rubra,52.173165,5.996521
Quercus rubra,52.086082,5.249123
Cedrus libani,52.337561,4.782219
Tilia platyphyllos,52.220788,4.483605
Cedrus libani,51.530511,4.462498
Cedrus libani,51.838321,4.97855
Quercus cerris,52.041578,6.104909
Alnus glutinosa,52.529557,6.68457
Quercus rubra,51.452707,5.464616
Alnus glutinosa,52.497115,6.675811
Castanea sativa,52.334965,6.117498
Castanea sativa,52.337235,6.107748
Quercus rubra,52.355971,5.734341
Quercus rubra,51.460324,5.138672
Quercus rubra,51.452481,5.46545
Tilia platyphyllos,52.335053,6.117661
Tilia platyphyllos,52.883524,5.456359
Tilia platyphyllos,50.942749,5.844791
Quercus rubra,51.997586,5.851197
Quercus rubra,52.107188,6.309598
Castanea sativa,51.357297,5.147933
Carpinus betulus,52.102501,6.313632
Tilia platyphyllos,51.48568,3.945195
Castanea sativa,51.998478,5.461743
Quercus cerris,52.310962,6.52899
Tilia tomentosa,52.310863,6.529984
Quercus rubra,52.310816,6.529235
Tilia tomentosa,51.69194,4.438184
Cedrus libani,51.915598,4.454542
Castanea sativa,53.058261,6.080108
Quercus rubra,51.446633,5.44461
Quercus cerris,52.514966,6.099201
Tilia cordata,52.775737,6.418121
Tilia platyphyllos,51.51359,4.303228
Cedrus libani,51.438312,5.439667
Quercus rubra,52.969137,5.917959
Tilia tomentosa,51.473224,4.317403
Tilia platyphyllos,51.524732,4.27025
Tilia platyphyllos,52.712964,6.400855
Tilia americana,51.48275,4.456658
Tilia cordata,52.712756,6.402049
Tilia tomentosa,51.499691,4.287615
Tilia tomentosa,51.533278,5.97613
Quercus rubra,52.500478,6.137229
Tilia cordata,51.496591,4.448455
Castanea sativa,51.534171,5.977136
Quercus rubra,51.536873,5.974346
Tilia platyphyllos,51.481959,4.461166
Castanea sativa,51.418292,5.289992
Tilia cordata,53.263809,6.110081
Castanea sativa,51.656586,5.819503
Castanea sativa,51.534003,5.976702
Quercus rubra,51.996759,5.681145
Castanea sativa,51.996621,5.678931
Corylus avellana,51.898029,4.158813
Tilia cordata,53.24175,6.107031
Tilia tomentosa,52.23759,5.373077
Castanea sativa,51.907787,6.014936
Tilia tomentosa,51.522188,4.364423
Quercus rubra,51.653608,5.304588
Castanea sativa,51.608197,4.723645
Castanea sativa,50.886659,5.957865
Tilia americana,52.183952,5.602966
Carpinus betulus,52.156089,5.467063
Picea abies,51.834251,5.904588
Castanea sativa,51.541473,4.939231
Tilia tomentosa,51.500192,3.613152
Castanea sativa,52.018796,6.052272
Tilia americana,51.418103,5.289201
Cedrus libani,52.217653,5.18436
Tilia platyphyllos,52.015767,6.022946
Tilia platyphyllos,52.200181,6.393367
Castanea sativa,51.994656,5.950018
Tilia platyphyllos,51.79845,4.64668
Ostrya carpinifolia,52.284611,5.159419
Quercus rubra,51.340867,6.186372
Cedrus deodara,51.339952,6.186112
Quercus rubra,52.209637,5.292574
Tilia cordata,52.906273,6.697926
Quercus rubra,51.544319,5.193541
Cedrus libani,51.572658,5.135389
Tilia cordata,51.502816,5.79452
Tilia cordata,52.904246,6.766153
Castanea sativa,52.94811,5.969686
Carpinus betulus,51.585895,5.458581
Castanea sativa,51.544741,6.054155
Tilia tomentosa,51.459012,5.441705
Castanea sativa,51.904821,6.126192
Tilia tomentosa,51.586764,5.710343
Castanea sativa,52.235104,5.497449
Castanea sativa,52.221585,5.48862
Tilia tomentosa,51.588056,5.711132
Tilia tomentosa,51.421194,6.14738
Castanea sativa,51.586097,5.708001
Castanea sativa,51.348465,6.158083
Quercus rubra,52.034405,5.330484
Tilia tomentosa,52.031314,6.089763
Quercus rubra,52.077497,6.233274
Castanea sativa,52.182581,6.136085
Castanea sativa,52.304961,6.193777
Cedrus libani,52.241776,6.114724
Tilia platyphyllos,51.477264,5.551485
Tilia americana,51.964427,5.66679
Quercus rubra,52.857177,6.167485
Quercus rubra,51.97819,5.745545
Castanea sativa,51.373667,6.116715
Quercus rubra,51.97093,5.72344
Tilia platyphyllos,52.152845,6.133789
Tilia platyphyllos,53.08353,6.251384
Tilia tomentosa,51.581108,4.784061
Tilia tomentosa,51.582101,4.784769
Tilia tomentosa,50.868598,5.722009
Tilia tomentosa,51.886535,5.433189
Tilia cordata,51.483337,4.954358
Castanea sativa,51.659311,5.298407
Tilia cordata,51.698611,5.675269
Castanea sativa,52.000049,5.890526
Tilia cordata,51.350089,5.454609
Tilia tomentosa,51.208545,5.974145
Quercus rubra,52.071429,5.54783
Corylus colurna,51.993257,5.932106
Tilia platyphyllos,52.117271,6.024726
Tilia cordata,50.943398,5.764594
Tilia platyphyllos,50.808813,5.882341
Castanea sativa,50.943221,5.929154
Quercus coccinea,52.083444,6.076562
Tilia tomentosa,52.021613,6.056393
Tilia tomentosa,52.003775,6.291084
Castanea sativa,52.00386,6.29046
Carpinus betulus,52.107187,6.074125
Castanea sativa,52.358013,6.951389
Cedrus libani,52.061206,5.260107
Quercus rubra,51.352133,5.475297
Cedrus libani,52.018965,6.071359
Quercus rubra,51.444617,4.929511
Quercus rubra,52.002389,5.980552
Tilia cordata,53.229683,5.912935
Tilia cordata,51.457019,6.179244
Carpinus betulus,51.45629,6.18057
Populus alba,52.205385,6.409124
Quercus cerris,52.091764,6.14866
Castanea sativa,52.091825,6.15028
Castanea sativa,53.137412,6.867719
Tilia platyphyllos,51.478336,5.623319
Quercus rubra,51.436671,5.978649
Tilia americana,51.486737,3.958078
Tilia tomentosa,51.486242,3.958021
Castanea sativa,51.641691,4.856111
Castanea sativa,53.125881,6.001145
Castanea sativa,52.212174,6.343362
Tilia platyphyllos,52.224539,6.345911
Quercus rubra,51.566746,6.003348
Tilia platyphyllos,51.354969,5.437662
Tilia platyphyllos,51.579248,5.18739
Alnus glutinosa,51.347176,5.438916
Quercus rubra,52.519981,6.390188
Cedrus libani,51.570044,4.796569
Castanea sativa,51.990177,6.689608
Castanea sativa,51.127398,6.012692
Quercus rubra,52.943049,6.442026
Tilia platyphyllos,50.88883,5.925035
Carpinus betulus,51.84846,5.851125
Quercus rubra,52.943004,6.44198
Tilia platyphyllos,50.888874,5.92522
Castanea sativa,51.294782,6.079484
Castanea sativa,51.288927,6.06926
Castanea sativa,52.349375,5.917953
Castanea sativa,52.285262,6.038976
Tilia platyphyllos,51.926077,6.580156
Tilia tomentosa,51.58026,4.781677
Castanea sativa,52.04972,5.352653
Cedrus libani,51.499953,3.607443
Carpinus betulus,52.013314,5.176137
Quercus cerris,52.375928,6.461137
Tilia americana,52.353634,6.383386
Pinus nigra,51.736675,3.78009
Tilia platyphyllos,51.683165,5.296061
Castanea sativa,52.990016,6.558661
Tilia tomentosa,50.85568,5.699889
Tilia tomentosa,50.865034,5.666218
Tilia tomentosa,50.84924,5.688004
Castanea sativa,50.853611,5.738004
Tilia platyphyllos,52.201365,6.786977
Tilia cordata,53.362203,6.775439
Tilia cordata,53.211693,6.264797
Tilia platyphyllos,51.907868,6.19055
Quercus rubra,52.189133,5.605697
Cedrus libani,51.428833,5.487481
Tilia platyphyllos,52.129777,4.903142
Castanea sativa,52.157624,6.310582
Castanea sativa,51.283889,6.0654
Tilia cordata,51.993777,5.949774
Tilia platyphyllos,53.16563,6.386524
Quercus rubra,52.375814,6.999429
Quercus rubra,52.222259,5.964133
Castanea sativa,51.583508,6.000431
Tilia tomentosa,52.172286,4.750634
Tilia tomentosa,51.93554,4.634577
Tilia tomentosa,51.67887,4.792865
Carpinus betulus,51.396155,5.364311
Tilia platyphyllos,53.148447,6.27474
Castanea sativa,53.242146,6.406944
Tilia tomentosa,51.476956,5.654346
Cedrus libani,52.361407,4.623839
Castanea sativa,51.646614,5.334249
Tilia americana,51.681552,5.928666
Tilia tomentosa,51.549287,5.072112
Castanea sativa,51.151203,6.072888
Tilia platyphyllos,51.587577,4.903207
Populus alba,52.202869,6.543438
Carpinus betulus,50.790159,5.810428
Tilia tomentosa,52.353085,4.623909
Tilia tomentosa,52.319589,4.599668
Tilia platyphyllos,51.50697,3.8925
Quercus rubra,51.349783,5.22039
Castanea sativa,51.089441,5.875367
Carpinus betulus,51.329403,6.087799
Castanea sativa,51.459444,4.304776
Castanea sativa,51.269716,6.033393
Pinus nigra,51.888453,5.896089
Tilia tomentosa,51.458472,5.443402
Quercus cerris,52.232898,6.87231
Tilia cordata,51.887937,5.89681
Castanea sativa,51.479762,3.939911
Tilia cordata,52.281064,6.685078
Quercus rubra,51.352698,5.42985
Quercus rubra,52.266921,5.229343
Tilia tomentosa,51.56577,5.078184
Tilia tomentosa,51.566767,5.078019
Tilia tomentosa,51.565921,4.802435
Castanea sativa,51.641502,5.221571
Castanea sativa,51.426958,5.483235
Tilia tomentosa,51.642401,5.221611
Quercus cerris,52.233187,6.8715
Pinus sylvestris,51.979489,5.809309
Quercus rubra,50.873486,5.78505
Castanea sativa,51.140983,6.047972
Castanea sativa,51.372032,5.466331
Quercus cerris,52.93549,5.963003
Quercus rubra,52.084968,5.630033
Cedrus libani,52.082744,5.627716
Quercus rubra,52.097114,5.260662
Quercus rubra,51.415798,5.498837
Tilia platyphyllos,53.168241,6.39448
Tilia platyphyllos,53.190602,6.410023
Castanea sativa,51.253229,6.0319
Castanea sativa,51.352221,6.022774
Tilia platyphyllos,53.266234,6.250453
Tilia platyphyllos,51.67221,5.706891
Quercus rubra,52.455047,6.575419
Tilia americana,52.841481,6.187212
Tilia platyphyllos,51.971972,6.288901
Castanea sativa,52.455008,6.57483
Quercus cerris,52.219938,6.114133
Castanea sativa,52.463145,6.489963
Castanea sativa,51.932645,4.968082
Tilia platyphyllos,51.357619,6.046266
Castanea sativa,51.457277,4.674003
Tilia tomentosa,51.315212,3.390486
Tilia platyphyllos,51.321785,3.614943
Quercus rubra,52.602525,6.478897
Castanea sativa,51.587828,4.531331
Castanea sativa,52.067097,6.563088
Castanea sativa,51.365074,6.076801
Castanea sativa,51.371528,6.093285
Tilia cordata,51.424074,6.137047
Castanea sativa,51.333006,6.115879
Castanea sativa,51.263055,6.052512
Castanea sativa,51.213368,5.920995
Castanea sativa,51.256267,6.059046
Quercus rubra,51.256048,5.910963
Castanea sativa,51.255564,5.971037
Carpinus betulus,52.114052,5.395233
Castanea sativa,50.781381,5.791704
Castanea sativa,51.253271,6.030941
Tilia platyphyllos,51.359788,3.659249
Tilia tomentosa,51.573606,5.091272
Tilia cordata,51.35718,3.683615
Tilia tomentosa,51.55555,5.081758
Tilia platyphyllos,52.637158,4.658179
Cedrus libani,52.250797,5.119453
Abies concolor,50.88043,5.727224
Populus alba,51.488002,5.119055
Quercus rubra,51.477682,5.55425
Carpinus betulus,51.647494,5.95324
Tilia tomentosa,51.65055,3.93554
Tilia platyphyllos,51.341434,3.474322
Tilia cordata,51.333695,6.076529
Tilia tomentosa,51.890283,5.896807
Castanea sativa,51.321251,6.077001
Castanea sativa,51.298987,6.053537
Tilia platyphyllos,50.782925,5.965479
Castanea sativa,51.468194,4.301272
Quercus cerris,53.084702,4.875042
Cedrus libani,51.447894,5.518955
Tilia tomentosa,51.439246,5.502864
Castanea sativa,51.932264,6.593975
Tilia americana,52.139753,5.351941
Castanea sativa,52.147649,5.382733
Castanea sativa,51.481964,4.390766
Tilia platyphyllos,50.779932,5.956396
Castanea sativa,50.867273,5.88102
Quercus rubra,52.097553,6.404585
Tilia platyphyllos,53.112034,7.084416
Tilia cordata,51.646189,5.278783
Quercus rubra,51.646071,5.277469
Quercus rubra,51.490236,6.087366
Tilia tomentosa,52.157308,4.504473
Tilia cordata,51.943042,6.617406
Pinus nigra,52.153683,4.495704
Castanea sativa,51.827679,5.918903
Castanea sativa,51.403788,6.168187
Tilia tomentosa,51.943459,6.616224
Castanea sativa,51.080283,5.815563
Castanea sativa,51.601857,4.777665
Cedrus libani,51.642069,4.856294
Tilia platyphyllos,51.783076,5.05796
Tilia platyphyllos,51.783923,5.052128
Tilia tomentosa,53.110472,7.086834
Tilia cordata,52.296583,5.231026
Tilia platyphyllos,51.784639,5.054456
Tilia platyphyllos,51.046178,5.830403
Tilia platyphyllos,51.035582,5.857346
Castanea sativa,51.340179,6.187078
Tilia tomentosa,52.234259,5.162707
Tilia tomentosa,51.423236,3.912804
Castanea sativa,51.354582,6.162867
Castanea sativa,51.353037,6.133741
Castanea sativa,51.21085,5.915299
Castanea sativa,51.191582,5.853537
Castanea sativa,51.337422,6.185365
Castanea sativa,51.55892,5.332188
Castanea sativa,52.235349,6.116244
Cedrus libani,52.166996,4.638013
Cedrus libani,51.505415,3.886904
Tilia cordata,51.974801,6.502956
Tilia cordata,52.793904,6.168284
Carya ovata,52.311573,6.529049
Tilia platyphyllos,52.459891,6.080805
Cedrus libani,52.120343,6.384165
Quercus rubra,52.12193,6.383485
Quercus rubra,51.988773,5.84323
Castanea sativa,51.988368,5.833894
Quercus rubra,52.460983,6.081587
Populus alba,51.887402,4.622788
Tilia platyphyllos,52.00326,6.265209
Castanea sativa,52.135912,6.270183
Castanea sativa,52.055113,6.298624
Quercus cerris,52.083722,5.120439
Tilia platyphyllos,52.08873,6.257125
Castanea sativa,52.092801,6.254738
Tilia americana,52.864163,6.459812
Tilia platyphyllos,52.077398,6.072982
Quercus rubra,51.960086,6.359214
Tilia cordata,51.92467,6.581515
Castanea sativa,52.127728,6.2239
Quercus rubra,51.944483,6.617154
Tilia platyphyllos,52.350107,6.304987
Quercus rubra,51.943874,6.615247
Carpinus betulus,51.470315,6.184269
Tilia tomentosa,51.93869,4.274703
Quercus rubra,51.944047,6.615833
Tilia platyphyllos,51.949367,6.320856
Quercus rubra,51.35468,6.164333
Quercus cerris,52.700802,5.286401
Castanea sativa,51.956136,6.719988
Quercus rubra,51.955961,6.720332
Castanea sativa,52.475114,6.020226
Cedrus libani,52.309496,6.530023
Tilia platyphyllos,52.049256,6.314308
Tilia platyphyllos,50.941603,5.927228
Castanea sativa,51.152898,6.090065
Tilia platyphyllos,51.223189,6.036659
Quercus rubra,52.059371,6.307125
Tilia platyphyllos,52.061464,6.302589
Castanea sativa,52.063921,6.299956
Pinus nigra,52.351901,4.931706
Tilia cordata,52.160342,6.324903
Castanea sativa,51.244425,5.967916
Quercus rubra,52.200728,6.637929
Tilia cordata,52.200415,6.637759
Tilia tomentosa,51.923646,6.266647
Castanea sativa,51.355005,5.437733
Quercus rubra,51.349595,5.435388
Castanea sativa,51.998633,5.471296
Tilia tomentosa,52.120319,5.25077
Alnus glutinosa,53.160051,6.134812
Tilia platyphyllos,53.290808,6.004286
Castanea sativa,51.244343,5.968087
Alnus glutinosa,52.357557,4.86678
Quercus rubra,51.879322,6.222413
Cedrus deodara,50.903371,6.018162
Castanea sativa,51.803607,5.832729
Tilia tomentosa,52.153706,4.498729
Carpinus betulus,51.961597,5.227958
Carpinus betulus,51.961686,5.227667
Tilia cordata,51.684326,5.522651
Castanea sativa,52.088186,4.856493
Tilia tomentosa,51.333558,6.123766
Tilia cordata,51.857125,5.810846
Quercus rubra,51.193518,5.987815
